access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,maximum_vehicle_class,open_date,owner_type_code,related_stations,restricted_access,status_code,funding_sources,facility_type,station_name,station_phone,updated_at,geocode_status,latitude,longitude,city,country,intersection_directions,plus4,state,street_address,zip,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_has_rng,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,ev_workplace_charging,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_has_rng,lng_renewable_source,lng_vehicle_class,lpg_nozzle_types,lpg_primary,ng_fill_type_code,ng_psi,ng_vehicle_class,rd_blended_with_biodiesel,rd_blends,rd_blends_fr,rd_max_biodiesel_level,nps_unit_name,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,ev_charging_units,ev_network_ids.station,ev_network_ids.posts,access,has_level2,has_dc_fast,total_ports,charging_type
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,375745,NA,1/16/2025,NA,NA,FALSE,E,ZEVIP,NA,Tofino Co-op Food Store - 140 1st street,888-356-8911,10/24/2025 6:25,GPS,49.153349,-125.907425,Tofino,CA,NA,NA,BC,140 1st Street,V0R 2Z0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHADEMO, J1772COMBO",2,NA,0,FLO,https://www.flo.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"c(""FLO"", ""FLO""), c(1, 1), c(""dc_fast"", ""dc_fast""), list(""ZEVIP"", ""ZEVIP""), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(100, 50), c(1, 1), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(100, 50), c(1, 1)",2757d024-52f4-481c-ac67-d6abf0856ab0,"297efcdd-576e-4f51-a49d-324ab8391b15, 37c885ac-27c2-435a-b9da-f210b0f050e6",public,FALSE,TRUE,2,DC Fast Only
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,375746,NA,1/16/2025,NA,NA,FALSE,E,NA,NA,Ucluelet Food Store - 1580 Peninsula Road,888-356-8911,10/24/2025 6:25,GPS,48.941746,-125.546784,Ucluelet,CA,NA,NA,BC,1580 Peninsula Road,V0R 3A0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHADEMO, J1772COMBO",2,NA,0,FLO,https://www.flo.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"c(""FLO"", ""FLO""), c(1, 1), c(""dc_fast"", ""dc_fast""), list(list(), list()), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(100, 50), c(1, 1), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(100, 50), c(1, 1)",21e1424c-1aca-4507-89bf-50718276b20b,"04152e97-60dd-4a59-a9ca-6224092060fb, 6398668a-085f-4c26-87ef-66c7e7d18e68",public,FALSE,TRUE,2,DC Fast Only
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,375812,NA,1/17/2025,NA,NA,FALSE,E,NA,NA,Memorial Hall,888-356-8911,10/24/2025 6:25,GPS,49.3027273,-121.7830407,Harrison Hot Springs,CA,NA,NA,BC,290 Esplanade Avenue,V0M 1K0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,2,FLO,https://www.flo.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"c(""FLO"", ""FLO""), c(1, 1), c(""2"", ""2""), list(list(), list()), c(16.6, 16.6), c(1, 1), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0)",876d22bb-3c44-44b5-ada0-9d8c99773297,"24149552-ef20-4cd1-b068-1b2ecb51fb09, 6c8d3342-3f68-45d7-8ece-182bde98313c",public,TRUE,FALSE,2,Level 2 Only
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,375893,NA,1/18/2025,NA,NA,FALSE,E,NA,NA,AUDLEY-EV1 COMMUNAL 1,888-758-4389,10/24/2025 5:04,GPS,49.101282,-122.671386,Langley,CA,NA,NA,BC,5415 Brydon Crescent,V3A 0N4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,1,ChargePoint Network,https://www.chargepoint.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"ChargePoint Network, 1, 2, list(list()), 7.7, 1, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0",CACPIL14217153,23685583,public,TRUE,FALSE,1,Level 2 Only
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,375896,NA,1/18/2025,NA,NA,FALSE,E,NA,NA,AUDLEY-EV1 COMMUNAL 2,888-758-4389,10/24/2025 5:05,GPS,49.100967,-122.67109,Langley,CA,NA,NA,BC,5415 Brydon Crescent,V3A 0N4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,1,ChargePoint Network,https://www.chargepoint.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"ChargePoint Network, 1, 2, list(list()), 7.7, 1, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0",CACPIL14244843,23713853,public,TRUE,FALSE,1,Level 2 Only
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,375914,NA,1/18/2025,NA,NA,FALSE,E,NA,NA,Chemainus Fuel Bar - 9355 Smiley Road,888-356-8911,10/24/2025 6:25,GPS,48.907704,-123.729552,Chemainus,CA,NA,NA,BC,9355 Smiley Road,V0R 1K4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHADEMO, J1772COMBO",1,NA,0,FLO,https://www.flo.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"FLO, 1, dc_fast, list(list()), NA, 0, NA, 0, NA, 0, 100, 1, NA, 0, NA, 0, NA, 0, 100, 1",d3e2a59d-d512-49a9-adc6-8974357aed2d,9640696c-3ba2-43ce-87de-5854bab910e7,public,FALSE,TRUE,1,DC Fast Only
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,375917,NA,1/18/2025,NA,NA,FALSE,E,NA,NA,BC Hydro - South Surrey - Translink Park & Ride,866-338-3369,10/24/2025 6:59,GPS,49.07278989,-122.8223931,Surrey,CA,NA,NA,BC,3800 King George Blvd,V3Z 1G5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHADEMO, J1772, J1772COMBO, TESLA",8,NA,12,BCHYDRO,https://electricvehicles.bchydro.com/charge/public-charging/our-fast-charging-network,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"c(""BCHYDRO"", ""BCHYDRO"", ""BCHYDRO"", ""BCHYDRO"", ""BCHYDRO"", ""BCHYDRO"", ""BCHYDRO"", ""BCHYDRO"", ""BCHYDRO"", ""BCHYDRO"", ""BCHYDRO"", ""BCHYDRO"", ""BCHYDRO"", ""BCHYDRO"", ""BCHYDRO"", ""BCHYDRO"", ""BCHYDRO"", ""BCHYDRO"", ""BCHYDRO"", ""BCHYDRO""), c(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1), c(""dc_fast"", ""dc_fast"", ""dc_fast"", ""dc_fast"", ""dc_fast"", ""dc_fast"", ""dc_fast"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""dc_fast"", ""2""), list(list(), list(), list(), list(), list(), list(), list(), list(), list(), list(), list(), list(), list(), list(), list(), list(), list(), list(), list(), list()), c(NA, NA, NA, NA, NA, NA, NA, 19.2, 19.2, 19.2, 19.2, 19.2, 19.2, 19.2, 19.2, 19.2, 19.2, 19.2, NA, 19.2), c(0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1), c(NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, 180, NA), c(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0), c(NA, NA, NA, NA, NA, 180, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0), c(180, 180, 180, 180, 180, NA, 180, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), c(1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",57b660d3-ace0-4bb0-bf33-623079400ac1,"086e5999-4177-4f0a-bfed-09b1e2d5dbd5, 08e3d2d7-43fd-4d91-91bf-a47c9096dcdd, 0d018535-b4a7-4486-a124-aeb0d3633617, 25663ba9-4fda-425b-9268-e0e273a198d6, 55b0697d-a109-451b-8763-1a27983fd7e2, 607ca4d1-49fb-4723-a79d-4dcfcd256902, 669ec557-585f-499c-9863-e3d974aab225, 790785bf-a82c-4caa-a0f5-d0af0cc3d125, 8040377d-3566-4c4e-a4ac-fcad1cd55168, 88b0af3e-cfcd-45ff-b4a4-843a260b22da, 8b7dee60-2a0c-4795-bf8d-c53143277ead, 9702cbd2-3608-4e6b-81ff-b5c92cc0ef3c, a12c64a5-8f96-4580-b6c9-7a2a554e8b09, b1ab8b6c-45d0-4c3e-a0a1-95464e4035e4, bc68b1dc-e165-4a56-bb49-2b303a58314b, c0c5764e-e56c-4c1c-a78a-928d09c1727d, d9cb8f45-ad86-44bc-8aee-fa09e7cf1466, ef2869d2-2ffc-4349-910c-00f3af304692, f7857aa2-803e-4be2-8ab6-a55badbb080e, ff57b5e4-0e65-4475-8ea4-0085beba4e1d",public,TRUE,TRUE,20,Level 2 + DC Fast
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,375947,NA,1/21/2025,NA,NA,FALSE,E,NA,NA,Gabriola Island Fuel Bar - 548 North Road,888-356-8911,10/24/2025 6:25,GPS,49.174175,-123.846722,Gabriola,CA,NA,NA,BC,548 North Road,V0R 1X0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHADEMO, J1772COMBO",2,NA,0,FLO,https://www.flo.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"c(""FLO"", ""FLO""), c(1, 1), c(""dc_fast"", ""dc_fast""), list(list(), list()), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(50, 100), c(1, 1), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(50, 100), c(1, 1)",3e549af0-c726-476a-b78d-e17b060766e5,"1c9371a4-f8f1-4185-bab7-f45bd12eb6da, 479bec14-ede0-434f-856f-622a2dc42471",public,FALSE,TRUE,2,DC Fast Only
public,24 hours daily,NA,NA,10/13/2025,NA,ELEC,Public,376074,NA,4/15/2021,SG,NA,FALSE,E,NA,REST_STOP,Una Rest Area,NA,10/13/2025 20:53,GPS,50.4510128,-119.4481335,Armstrong,CA,NA,NA,BC,4369-4311 BC-97,V0E 1B5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,1,Non-Networked,NA,NA,Free,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24 heures par jour,NA,NA,Public,Gratuit,"Non-Networked, 1, 2, list(list()), 7.2, 1, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0",NA,NA,public,TRUE,FALSE,1,Level 2 Only
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,376313,NA,1/25/2025,NA,NA,FALSE,E,NA,NA,Salmon Arm Gas Bar  - 50 Trans-Canada Hwy,888-356-8911,10/24/2025 6:25,GPS,50.699569,-119.285517,Salmon Arm,CA,NA,NA,BC,50 Trans-Canada Hwy,V1E 1V4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHADEMO, J1772COMBO",2,NA,0,FLO,https://www.flo.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"c(""FLO"", ""FLO""), c(1, 1), c(""dc_fast"", ""dc_fast""), list(list(), list()), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(100, 50), c(1, 1), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(100, 50), c(1, 1)",934c1399-72c2-4649-952d-0a77093521c7,"813e2e28-cf43-4035-b6ab-a1d257483e1a, 85d44aef-6423-413c-ab94-a165d864bb95",public,FALSE,TRUE,2,DC Fast Only
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,376323,NA,1/26/2025,NA,NA,FALSE,E,NA,NA,2290 Sunwood Save On Foods,888-356-8911,10/24/2025 6:25,GPS,49.276421,-122.791049,Coquitlam,CA,NA,NA,BC,100 - 3025 Lougheed Highway,V3B 6S2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,4,FLO,https://www.flo.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"c(""FLO"", ""FLO"", ""FLO"", ""FLO""), c(1, 1, 1, 1), c(""2"", ""2"", ""2"", ""2""), list(list(), list(), list(), list()), c(7.2, 7.2, 7.2, 7.2), c(1, 1, 1, 1), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0)",be294f9d-b22b-40c1-9561-ffca3e39fd7f,"5da17622-6b1d-4f4e-a234-caa300974146, 8b8e1899-db87-4d12-a90f-f7a9486394e1, 980dcabd-213e-4172-8b19-e89e172d6772, fbd036bd-e4d4-42c5-8b4f-ccf141cddee5",public,TRUE,FALSE,4,Level 2 Only
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,376324,NA,1/26/2025,NA,NA,FALSE,E,NA,NA,"West Shore Parkway Fuel Bar - 4397 West Shore Parkway, Langford",888-356-8911,10/24/2025 6:25,GPS,48.426605,-123.54754,Langford,CA,NA,NA,BC,4397 West Shore Parkway,V9B 5Z1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHADEMO, J1772COMBO",2,NA,0,FLO,https://www.flo.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"c(""FLO"", ""FLO""), c(1, 1), c(""dc_fast"", ""dc_fast""), list(list(), list()), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(100, 50), c(1, 1), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(100, 50), c(1, 1)",1cd2f3ff-d4fe-4e3e-92b7-33cb8b8179b0,"26634819-92e0-4751-9dd1-d8a04cc0f12b, a46cd986-0251-4d1f-a2bc-4a800876393a",public,FALSE,TRUE,2,DC Fast Only
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,376481,NA,1/28/2025,NA,NA,FALSE,E,NA,NA,Administrative Office,949-945-2000,10/24/2025 7:03,GPS,50.6200267,-116.0760544,Radium Hot Springs,CA,NA,NA,BC,4836 Radium Blvd,V0A 1M0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,2,EVGATEWAY,https://evgateway.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"c(""EVGATEWAY"", ""EVGATEWAY""), c(1, 1), c(""2"", ""2""), list(list(), list()), c(9.6, 9.6), c(1, 1), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0)",dcbd44b8-9c7d-460e-9e80-19a213fdc533,"cb4f6a00-cdaa-46ee-8c79-2325a30d6fa6, e1676d1b-9a30-4063-a418-ce2bfca46ac5",public,TRUE,FALSE,2,Level 2 Only
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,376498,NA,1/28/2025,NA,NA,FALSE,E,NA,NA,Platinum Pro-claim Restoration,949-945-2000,10/24/2025 7:01,GPS,49.1811827,-123.0698414,Richmond,CA,NA,NA,BC,13880 Mayfield Pl,V6V 2E4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,11,EVGATEWAY,https://evgateway.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"c(""EVGATEWAY"", ""EVGATEWAY"", ""EVGATEWAY"", ""EVGATEWAY"", ""EVGATEWAY"", ""EVGATEWAY"", ""EVGATEWAY"", ""EVGATEWAY"", ""EVGATEWAY"", ""EVGATEWAY"", ""EVGATEWAY""), c(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1), c(""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2""), list(list(), list(), list(), list(), list(), list(), list(), list(), list(), list(), list()), c(11.5, 11.5, 11.5, 11.5, 11.5, 11.5, 11.5, 11.5, 11.5, 11.5, 11.5), c(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1), c(NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",17ea22ae-59d1-4a24-a66a-5cdd33bbcff9,"241b2be1-1dbf-4c27-bfb6-0fe997dfb4fa, 60a28b54-c46a-428c-98d1-beb36e31a471, 727b0d06-1a38-4416-be51-7c71ef6675d2, 74e1a0d6-1a7b-4247-a437-7e13acea167d, 75f3f211-7ded-4663-ab27-2a7cec996046, 8ddabf79-9f3c-432a-b29f-f0dbd4c15010, 930d13ab-2a2e-4ffe-9d6f-a114153e4184, c8feb0d9-eeaf-45cb-8d7c-ffdf608ed134, ded4095f-7f06-4a8f-816e-2be4150980f2, dfb5db62-0f0b-4e29-9598-bc676c655563, f695a6c5-496b-414e-9627-e4298a0b802f",public,TRUE,FALSE,11,Level 2 Only
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,376538,NA,1/28/2025,NA,NA,FALSE,E,NA,NA,Fire Hall 1,949-945-2000,10/24/2025 7:02,GPS,48.4258588,-123.3548886,Victoria,CA,NA,NA,BC,1025 Johnson St,V8V 3N7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772COMBO,2,NA,0,EVGATEWAY,https://evgateway.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"c(""EVGATEWAY"", ""EVGATEWAY""), c(1, 1), c(""dc_fast"", ""dc_fast""), list(list(), list()), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(24, 50), c(1, 1)",50297522-be4d-407d-942f-23b5461b3fd2,"90e63149-6ee7-4027-bbf1-b1835a114406, d89409d0-a77e-4358-a0de-a8b63e97a465",public,FALSE,TRUE,2,DC Fast Only
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,376668,NA,1/29/2025,NA,NA,FALSE,E,NA,NA,BC Hydro - Surrey - Panorama Place,866-338-3369,10/24/2025 6:58,GPS,49.10321209,-122.7971985,Surrey,CA,NA,NA,BC,5577 153A St,V3S 5J9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHADEMO, J1772COMBO, TESLA",12,NA,0,BCHYDRO,https://electricvehicles.bchydro.com/charge/public-charging/our-fast-charging-network,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"c(""BCHYDRO"", ""BCHYDRO"", ""BCHYDRO"", ""BCHYDRO"", ""BCHYDRO"", ""BCHYDRO"", ""BCHYDRO"", ""BCHYDRO"", ""BCHYDRO"", ""BCHYDRO"", ""BCHYDRO"", ""BCHYDRO""), c(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1), c(""dc_fast"", ""dc_fast"", ""dc_fast"", ""dc_fast"", ""dc_fast"", ""dc_fast"", ""dc_fast"", ""dc_fast"", ""dc_fast"", ""dc_fast"", ""dc_fast"", ""dc_fast""), list(list(), list(), list(), list(), list(), list(), list(), list(), list(), list(), list(), list()), c(NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA, NA, NA, NA, 180, 180, 180), c(0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1), c(NA, NA, NA, NA, NA, 180, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0), c(180, 180, 180, 180, 180, NA, 180, 180, 180, NA, NA, NA), c(1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0)",2db54c84-589a-4a90-b755-dbfc2a0738f8,"04e45964-66f9-4d7a-a31d-e20ed621ff36, 295ce590-1fa8-4779-9335-87e13853e3e2, 353345cd-fff0-491e-810d-0fb09515768b, 395c030b-9558-407b-9a44-a3ba097be26f, 516ab2c8-3388-40eb-b303-72358cd13d4c, 5e55d8a7-542a-40e2-94f1-7e58fe63f724, 6293171f-7fb4-4835-89ae-d6c48805a410, 688d9b9d-f4ae-4e1b-a351-d72035a474fa, 79ecf4ba-a0f8-4940-9849-45a571e2c82d, a96b71d5-7adb-45de-b8d7-acb869df3c9e, e0858937-502e-4eab-87fb-18661c143914, ebe3ad55-3cde-401e-a420-c973fc586bef",public,FALSE,TRUE,12,DC Fast Only
